,country,year,life_expectancy,adult_mortality,infant_deaths,under_five_deaths,bmi_male,bmi_female,health_expenditure_percentage,total_expenditure,unemployment_total,population,gdp_per_capita,gni
23,New Zealand,2008,80.35,72.55,3.1,3.2,27.77,27.46,9.12,18.36,4.17,4259800,31252.96,28610.0
25,New Zealand,2006,80.05,75.19,3.0,3.4,27.6,27.27,8.64,17.94,3.86,4184600,26654.59,26380.0
26,New Zealand,2005,79.85,77.51,3.2,3.2,27.5,27.17,8.27,17.38,3.81,4133900,27751.07,25450.0
27,New Zealand,2004,79.55,78.7,3.3,3.2,27.4,27.07,7.9,17.0,4.0,4087500,25420.23,21530.0
28,New Zealand,2003,79.15,82.08,3.2,3.5,27.29,26.96,7.72,16.22,4.74,4027200,21913.71,16990.0
29,New Zealand,2002,78.85,83.46,3.5,3.7,27.18,26.85,7.9,16.28,5.28,3948500,16874.19,14170.0
30,New Zealand,2001,78.69,83.79,3.3,3.8,27.06,26.73,7.58,15.17,5.43,3880500,13882.86,13800.0
24,New Zealand,2007,80.15,75.54,3.0,3.4,27.69,27.36,8.33,18.14,3.66,4223800,32479.98,28150.0
89,Papua New Guinea,2006,61.92,242.7,28.6,41.7,24.54,24.87,2.43,8.38,2.29,6708217,1245.47,780.0
94,Papua New Guinea,2001,61.77,240.7,29.5,47.5,24.16,24.26,2.3,7.73,2.8,5698489,540.67,530.0
93,Papua New Guinea,2002,61.7,241.3,29.4,50.7,24.23,24.39,2.78,8.48,2.75,5892596,509.03,490.0
92,Papua New Guinea,2003,61.8,241.0,29.3,47.4,24.31,24.51,2.45,7.63,2.63,6090980,580.6,480.0
91,Papua New Guinea,2004,61.76,242.2,29.1,44.8,24.39,24.64,2.59,8.75,2.52,6293166,624.04,540.0
90,Papua New Guinea,2005,61.8,243.9,29.0,43.7,24.47,24.76,2.45,7.83,2.39,6498818,748.74,650.0
88,Papua New Guinea,2007,62.03,237.8,28.2,41.3,24.62,24.99,2.42,9.07,2.17,6921066,1379.13,1040.0
95,Papua New Guinea,2000,61.72,239.3,29.7,48.0,24.08,24.14,2.02,8.32,2.92,5508297,639.28,600.0
86,Papua New Guinea,2009,62.79,230.3,27.6,39.4,24.78,25.21,2.33,6.32,2.09,7358890,1578.97,1460.0
85,Papua New Guinea,2010,63.04,227.8,27.0,37.9,24.86,25.33,2.11,7.07,2.0,7583269,1879.24,1660.0
84,Papua New Guinea,2011,63.53,226.2,26.7,36.6,24.95,25.44,2.29,7.6,2.62,7806637,2303.83,1730.0
83,Papua New Guinea,2012,63.73,226.3,26.3,35.5,25.03,25.55,2.67,8.13,2.63,8026545,2653.09,2150.0
82,Papua New Guinea,2013,63.96,222.0,25.7,33.9,25.12,25.67,3.0,7.19,2.68,8245627,2578.5,2340.0
81,Papua New Guinea,2014,64.26,218.6,25.3,33.5,25.21,25.78,3.27,7.47,2.52,8464153,2742.25,2790.0
80,Papua New Guinea,2015,64.7,215.4,24.5,31.9,25.31,25.89,1.82,6.03,2.49,8682174,2502.07,2520.0
87,Papua New Guinea,2008,62.57,233.8,27.9,40.6,24.7,25.1,2.14,7.66,2.17,7137988,1635.04,1360.0
143,Samoa,2000,70.75,191.9,11.5,10.0,29.26,32.17,4.28,11.8,4.73,184008,1406.77,1410.0
142,Samoa,2001,71.02,190.0,11.3,10.2,29.34,32.32,3.82,10.39,4.96,185530,1435.35,1410.0
128,Samoa,2015,72.52,197.4,9.1,8.1,30.54,34.21,6.21,14.78,8.9,203571,4048.47,3970.0
129,Samoa,2014,72.46,194.3,9.4,8.1,30.44,34.07,6.25,12.84,8.72,201757,3948.73,3830.0
130,Samoa,2013,72.39,191.3,9.5,8.4,30.35,33.94,6.21,13.11,8.77,199939,3989.9,3750.0
131,Samoa,2012,72.17,189.4,9.7,9.0,30.26,33.81,4.99,11.64,8.75,198124,3902.31,3590.0
135,Samoa,2008,72.16,182.4,10.0,10.0,29.91,33.28,4.53,12.52,5.54,191787,3344.05,2970.0
133,Samoa,2010,72.25,184.3,9.8,8.9,30.08,33.54,5.15,13.23,5.62,194672,3494.4,3430.0
134,Samoa,2009,70.07,197.2,9.9,14.3,30.0,33.41,5.13,12.67,5.65,193176,3250.95,3160.0
136,Samoa,2007,72.1,181.8,10.0,9.6,29.82,33.15,4.74,10.56,5.43,190478,3011.1,2660.0
137,Samoa,2006,72.02,181.3,10.1,10.3,29.74,33.02,4.88,12.42,5.32,189379,2639.81,2470.0
138,Samoa,2005,71.75,184.0,10.2,9.8,29.66,32.89,4.63,10.4,5.21,188626,2527.76,2240.0
139,Samoa,2004,71.7,184.8,10.3,9.2,29.58,32.75,4.53,11.04,5.16,188073,2168.03,1850.0
132,Samoa,2011,72.26,184.8,9.8,9.5,30.17,33.68,5.38,10.89,5.68,196351,3789.63,3570.0
140,Samoa,2003,71.5,186.4,10.7,9.8,29.5,32.61,4.17,9.87,5.04,187440,1778.84,1570.0
141,Samoa,2002,71.28,188.2,10.8,9.7,29.42,32.47,4.49,11.1,4.98,186630,1509.89,1420.0
108,Solomon Islands,2003,67.64,313.3,12.3,16.4,24.63,25.93,7.08,24.23,2.26,461216,905.58,870.0
111,Solomon Islands,2000,67.22,314.9,12.9,17.0,24.41,25.61,4.83,21.78,2.4,429978,976.43,920.0
105,Solomon Islands,2006,68.09,309.4,11.6,15.9,24.86,26.22,8.01,18.01,1.92,493430,1250.95,1190.0
104,Solomon Islands,2007,67.99,309.1,11.3,15.8,24.94,26.31,7.18,13.03,1.98,504619,1377.86,1260.0
109,Solomon Islands,2002,67.52,314.2,12.4,16.6,24.55,25.83,10.1,32.32,2.64,450760,768.49,790.0
103,Solomon Islands,2008,68.4,305.6,11.2,15.5,25.02,26.4,5.51,9.07,2.0,516001,1504.53,1380.0
102,Solomon Islands,2009,68.47,304.2,10.8,15.4,25.1,26.49,6.61,7.73,2.02,527833,1526.16,1460.0
107,Solomon Islands,2004,67.8,312.2,12.1,16.2,24.7,26.03,7.72,21.12,2.02,471785,991.99,980.0
101,Solomon Islands,2010,68.73,301.2,10.5,14.9,25.19,26.57,4.66,7.08,1.62,540394,1662.0,1600.0
99,Solomon Islands,2012,69.08,296.7,9.7,14.1,25.38,26.74,4.87,7.86,0.99,567763,2087.52,1820.0
98,Solomon Islands,2013,69.19,294.6,9.6,13.6,25.49,26.83,4.58,7.64,0.69,582365,2208.09,2090.0
97,Solomon Islands,2014,69.23,293.1,9.3,13.1,25.59,26.91,4.89,8.35,0.73,597375,2235.73,2090.0
96,Solomon Islands,2015,69.58,290.5,8.9,12.9,25.7,26.99,4.45,8.34,0.74,612660,2134.81,2010.0
110,Solomon Islands,2001,67.36,314.1,12.6,16.6,24.48,25.72,6.61,25.83,2.58,440395,929.87,870.0
100,Solomon Islands,2011,68.91,299.5,10.1,14.6,25.29,26.66,5.02,7.43,1.3,553721,1921.36,1690.0
106,Solomon Islands,2005,67.94,311.2,11.9,16.1,24.78,26.13,9.02,23.77,1.88,482486,1145.87,1130.0
157,Tonga,2002,69.33,178.4,7.6,9.3,30.24,32.9,3.59,12.14,4.84,103804,1760.67,1890.0
156,Tonga,2003,69.5,177.2,7.0,9.6,30.27,33.0,3.44,12.09,5.18,104410,1937.04,1870.0
145,Tonga,2014,70.54,170.0,7.2,10.1,30.64,33.86,5.01,9.18,1.92,106626,4125.43,4360.0
146,Tonga,2013,70.5,170.7,7.0,10.4,30.6,33.78,3.98,8.11,1.76,107089,4208.19,4330.0
147,Tonga,2012,70.44,171.4,7.4,10.2,30.56,33.7,4.8,8.69,1.65,107502,4378.57,4130.0
148,Tonga,2011,70.38,172.1,7.2,10.5,30.52,33.63,3.82,8.4,1.61,107611,3852.14,3660.0
149,Tonga,2010,70.32,172.8,7.5,10.1,30.48,33.55,4.82,10.07,1.52,107383,3416.11,3270.0
150,Tonga,2009,70.01,211.8,7.4,9.9,30.45,33.48,3.93,12.72,1.41,107144,2915.49,3090.0
151,Tonga,2008,70.16,173.0,7.4,9.8,30.41,33.4,6.06,12.08,1.25,106932,3221.08,3130.0
152,Tonga,2007,70.05,173.3,6.9,9.7,30.38,33.32,4.73,13.68,1.18,106638,2799.37,2720.0
153,Tonga,2006,69.89,173.4,6.9,9.8,30.35,33.25,5.47,11.16,1.09,106190,2751.96,2560.0
155,Tonga,2004,69.67,176.2,6.9,9.6,30.3,33.08,4.51,12.74,3.94,105036,2195.99,2050.0
144,Tonga,2015,70.61,168.9,6.9,10.0,30.68,33.93,4.47,7.38,2.03,106122,4117.93,4220.0
154,Tonga,2005,69.77,174.8,6.9,9.3,30.32,33.17,4.39,13.11,2.57,105633,2478.43,2290.0
159,Tonga,2000,68.98,180.6,7.6,9.8,30.18,32.7,2.9,11.41,4.12,102603,1996.52,2010.0
158,Tonga,2001,69.13,179.5,7.6,9.5,30.21,32.81,3.43,12.74,4.48,103210,1754.84,1920.0
126,Vanuatu,2001,69.04,283.1,12.4,15.8,25.25,26.01,3.39,11.27,8.47,197034,1309.05,1360.0
112,Vanuatu,2015,69.51,257.6,12.1,15.7,25.68,26.91,4.32,4.76,5.26,276438,2643.89,2880.0
113,Vanuatu,2014,69.46,258.2,12.4,16.0,25.64,26.86,3.65,2.52,5.15,269927,2861.2,3040.0
114,Vanuatu,2013,69.53,258.5,12.6,16.1,25.6,26.8,4.39,9.8,5.06,263534,2877.44,3030.0
115,Vanuatu,2012,69.5,259.7,12.8,16.2,25.57,26.74,3.94,9.4,4.95,257313,2906.34,2840.0
116,Vanuatu,2011,69.55,261.1,12.8,16.0,25.54,26.69,3.6,9.39,4.82,251294,3064.75,2790.0
127,Vanuatu,2000,68.97,284.6,12.6,16.0,25.21,25.92,3.31,9.7,8.32,192074,1416.2,1420.0
117,Vanuatu,2010,69.62,263.0,12.7,16.1,25.51,26.63,3.53,6.85,4.68,245453,2732.55,2580.0
119,Vanuatu,2008,69.6,268.4,12.5,16.1,25.46,26.52,3.14,8.18,5.66,233952,2525.08,2430.0
120,Vanuatu,2007,69.54,271.3,12.5,15.9,25.44,26.46,3.11,9.9,6.85,228345,2261.46,2080.0
121,Vanuatu,2006,69.46,273.8,12.3,16.0,25.41,26.39,3.32,10.67,8.01,222923,1970.9,1980.0
122,Vanuatu,2005,69.39,276.5,12.1,15.9,25.38,26.33,3.31,11.7,8.13,217632,1814.82,1770.0
124,Vanuatu,2003,69.28,280.3,12.0,16.3,25.32,26.18,3.51,13.21,8.71,207258,1517.29,1350.0
125,Vanuatu,2002,69.2,281.9,12.2,16.0,25.28,26.1,3.9,11.75,8.65,202125,1299.18,1210.0
118,Vanuatu,2009,69.65,265.6,12.5,16.0,25.49,26.58,3.25,7.27,4.57,239689,2472.46,2500.0
123,Vanuatu,2004,69.31,278.5,12.1,16.5,25.35,26.26,3.54,12.56,8.46,212422,1718.26,1580.0
