,country,year,life_expectancy,adult_mortality,infant_deaths,under_five_deaths,bmi_male,bmi_female,health_expenditure_percentage,total_expenditure,unemployment_total,population,gdp_per_capita,gni
1650,Mongolia,2013,68.58,231.9,11.0,9.3,25.61,26.42,4.09,7.11,4.23,2845153,4422.3,4310.0
1651,Mongolia,2012,68.11,242.1,11.8,9.8,25.46,26.3,3.86,6.5,3.9,2792349,4402.3,3630.0
1652,Mongolia,2011,67.44,250.4,12.7,10.4,25.31,26.18,3.59,5.62,4.77,2743938,3793.74,2570.0
1653,Mongolia,2010,67.18,249.3,13.8,11.2,25.17,26.05,3.74,7.74,6.55,2702520,2660.29,1990.0
1654,Mongolia,2009,66.77,248.4,14.8,12.4,25.02,25.93,4.46,8.75,5.86,2666713,1718.91,1780.0
1655,Mongolia,2008,66.38,248.2,16.3,13.7,24.87,25.81,4.56,8.55,5.56,2633887,2134.95,1790.0
1656,Mongolia,2007,65.97,259.0,17.7,15.3,24.73,25.69,4.08,8.16,7.2,2605643,1625.32,1400.0
1657,Mongolia,2006,65.51,266.2,19.0,17.4,24.59,25.57,3.75,9.51,7.19,2581242,1322.64,1110.0
1658,Mongolia,2005,64.88,271.3,19.7,20.5,24.46,25.46,3.76,9.05,7.02,2559255,986.02,890.0
1659,Mongolia,2004,64.8,275.2,20.7,23.5,24.34,25.35,4.16,8.35,6.85,2537949,784.91,760.0
1660,Mongolia,2003,64.21,273.4,21.5,27.3,24.22,25.24,4.1,8.28,6.77,2516454,633.95,610.0
1661,Mongolia,2002,63.52,270.9,22.6,31.4,24.12,25.14,5.19,10.05,6.2,2494617,559.83,530.0
1662,Mongolia,2001,63.28,271.1,23.5,36.2,24.03,25.04,5.05,9.95,6.11,2472601,512.82,480.0
1663,Mongolia,2000,62.88,273.2,24.5,40.5,23.94,24.95,5.7,12.25,5.98,2450979,463.85,470.0
2016,Republic of Korea,2015,82.02,61.84,1.6,1.9,24.4,23.15,6.59,12.21,3.55,51014947,28737.44,28720.0
2017,Republic of Korea,2014,81.72,65.64,1.7,1.9,24.33,23.14,6.4,11.84,3.08,50746659,29252.93,28160.0
2018,Republic of Korea,2013,81.27,68.68,1.7,2.1,24.27,23.12,6.15,11.63,2.75,50428893,27179.52,26970.0
2019,Republic of Korea,2012,80.82,71.5,1.7,2.2,24.2,23.11,6.03,11.1,2.81,50199853,25459.17,25650.0
2020,Republic of Korea,2011,80.57,75.73,1.7,2.3,24.14,23.1,5.91,11.21,2.99,49936638,25097.6,23580.0
2021,Republic of Korea,2010,80.12,78.97,1.7,2.4,24.08,23.08,5.82,11.48,3.32,49554112,23079.26,22280.0
2022,Republic of Korea,2009,79.97,80.91,1.7,2.6,24.02,23.07,5.66,10.27,3.36,49307835,19143.85,22040.0
2023,Republic of Korea,2008,79.52,81.87,1.8,2.9,23.96,23.06,5.25,10.02,2.96,49054708,21350.43,23860.0
2024,Republic of Korea,2007,79.12,84.09,2.0,2.9,23.9,23.05,4.95,10.39,3.01,48683638,24086.41,23440.0
2025,Republic of Korea,2006,78.67,86.15,2.1,3.2,23.84,23.03,4.85,9.86,3.25,48438292,21743.48,20800.0
2026,Republic of Korea,2005,78.17,90.59,2.3,3.2,23.77,23.02,4.55,9.11,3.48,48184561,19402.5,18520.0
2027,Republic of Korea,2004,77.67,95.16,2.5,3.6,23.7,23.0,4.27,8.52,3.42,48082519,16496.13,16200.0
2028,Republic of Korea,2003,77.21,100.1,2.7,3.7,23.63,22.99,4.28,7.67,3.35,47892330,14672.81,13790.0
2029,Republic of Korea,2002,76.77,104.1,2.9,4.0,23.55,22.97,4.01,9.09,3.05,47644736,13165.08,12850.0
2030,Republic of Korea,2001,76.41,109.8,3.1,4.0,23.47,22.95,4.3,9.44,3.7,47370164,11561.21,11950.0
2031,Republic of Korea,2000,75.91,117.5,3.3,4.4,23.39,22.92,3.86,8.28,4.06,47008111,12257.02,11030.0
